date,code,name,action,price,execution_price,position_change_pct,reason,phase,realized_account_pct,execution_quantity,cost_basis,trade_side,quantity,trade_amount,commission_amount,stamp_duty_amount,slippage_amount,transaction_cost_amount,allocated_entry_fee_amount,cost_amount,gross_pnl_amount,profit_loss_amount,profit_loss_pct,cash_change_amount,requested_position_pct,cash_limited,lot_rounded,board_lot_size,grid_slot,value_line,account_mode,selection_reason,trade_basis_score,trade_basis_reason,technical_alignment,ima_web_validation,signal_type,entry_evidence_score,entry_evidence,industry_tags,structure_ratio,anchor_low,anchor_high,anchor_low_date,anchor_high_date,gap_up,anchor_pullback_low,anchor_pullback_low_date
2024-09-25,sh.688408,中信博,左侧网格买入,63.93,63.93,1.28,L1; 价值线网格第1份; gap_or_open_fill,waiting,-0.0011,200.0,63.93,买入,200.0,12786.0,5.0,0.0,6.39,11.39,0.0,,,-11.39,-0.0891,-12797.39,2.0,False,True,200.0,0.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-09-25,sh.688408,中信博,左侧网格买入,63.93,63.93,1.28,L2; 价值线网格第2份; gap_or_open_fill,waiting,-0.0011,200.0,63.93,买入,200.0,12786.0,5.0,0.0,6.39,11.39,0.0,,,-11.39,-0.0891,-12797.39,2.0,False,True,200.0,1.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-09-25,sh.688408,中信博,左侧网格买入,63.93,63.93,1.28,L3; 价值线网格第3份; gap_or_open_fill,waiting,-0.0011,200.0,63.93,买入,200.0,12786.0,5.0,0.0,6.39,11.39,0.0,,,-11.39,-0.0891,-12797.39,2.0,False,True,200.0,2.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-09-25,sh.688408,中信博,左侧网格买入,63.93,63.93,1.28,L4; 价值线网格第4份; gap_or_open_fill,waiting,-0.0011,200.0,63.93,买入,200.0,12786.0,5.0,0.0,6.39,11.39,0.0,,,-11.39,-0.0891,-12797.39,2.0,False,True,200.0,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-09-25,sh.688408,中信博,左侧网格买入,63.93,63.93,1.28,L5; 价值线网格第5份; gap_or_open_fill,waiting,-0.0011,200.0,63.93,买入,200.0,12786.0,5.0,0.0,6.39,11.39,0.0,,,-11.39,-0.0891,-12797.39,2.0,False,True,200.0,4.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-09-25,sh.688408,中信博,左侧网格买入,63.5,63.500446563137395,1.27,L6; 价值线网格第6份; intraday_cross,waiting,-0.0011,200.0,63.500446563137395,买入,200.0,12700.09,5.0,0.0,6.35,11.35,0.0,,,-11.35,-0.0894,-12711.44,2.0,False,True,200.0,5.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-09-26,sh.601628,中国人寿,右侧买入,37.77,37.77,29.84,R1; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,waiting,-0.0175,7900.0,37.77,买入,7900.0,298383.0,25.36,0.0,149.19,174.55,0.0,,,-174.55,-0.0585,-298557.55,30.0,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.72倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+17.4%；60日强度+23.2%；120日强度+35.6%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.72倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.72倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",保险,,,,,,,,
2024-09-27,sh.601628,中国人寿,突破次日确认持有,38.12,38.12,0.0,R1; 开盘仍在36.680上方,waiting,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,sh.688408,中信博,左侧网格卖出,70.185,70.18470409609924,-1.28,L4; 上一格卖出; intraday_cross,waiting,0.1232,-200.0,63.93,卖出,200.0,14036.94,5.0,7.02,7.02,19.04,11.39,12786.0,1250.94,1220.51,9.5372,14017.9,,,,,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-09-27,sh.688408,中信博,左侧网格卖出,66.843,66.84257532961831,-1.27,L6; 上一格卖出; intraday_cross,waiting,0.065,-200.0,63.500446563137395,卖出,200.0,13368.52,5.0,6.68,6.68,18.37,11.35,12700.09,668.43,638.71,5.0247,13350.15,,,,,5.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-09-30,sh.688408,中信博,左侧网格卖出,73.63,73.63,-1.28,L5; 上一格卖出; gap_or_open_fill,watch,0.192,-200.0,63.93,卖出,200.0,14726.0,5.0,7.36,7.36,19.73,11.39,12786.0,1940.0,1908.88,14.9162,14706.27,,,,,4.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-10-08,sh.601628,中国人寿,右侧买入,46.6,46.6,9.79,R2; 浮盈加仓33%; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,watch,-0.0057,2100.0,46.6,买入,2100.0,97860.0,8.32,0.0,48.93,57.25,0.0,,,-57.25,-0.0585,-97917.25,9.9461,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.78倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+35.4%；60日强度+45.3%；120日强度+54.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.78倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.78倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",保险,,,,,,,,
2024-10-09,sh.601628,中国人寿,突破次日确认持有,44.32,44.32,0.0,R2; 开盘仍在42.370上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-09,sh.601628,中国人寿,统一分仓收盘止盈1份,41.94,41.94,-5.67,止盈条件=trailing_10; 14:55/close proxy,active,0.6187,-1500.0,37.77,卖出,1500.0,62910.0,5.35,31.46,31.46,68.26,33.14,56655.0,6255.0,6153.6,10.8552,62841.74,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10,sh.601628,中国人寿,止损清仓,41.67,41.67,-9.79,R2; hard space stop 41.940; gap_stop,active,-1.0448,-2100.0,46.6,卖出,2100.0,87507.0,7.44,43.75,43.75,94.95,57.25,97860.0,-10353.0,-10505.19,-10.7286,87412.05,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10,sh.601628,中国人寿,统一分仓收盘止盈1份,42.32,42.32,-6.04,止盈条件=volume_node_break:2024-10-08; 14:55/close proxy,active,0.7207,-1600.0,37.77,卖出,1600.0,67712.0,5.76,33.86,33.86,73.47,35.35,60432.0,7280.0,7171.18,11.8596,67638.53,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-11,sh.601628,中国人寿,右侧买入,41.02,41.02,9.02,R3; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5; gap_or_open_fill,active,-0.0053,2200.0,41.02,买入,2200.0,90244.0,7.67,0.0,45.12,52.79,0.0,,,-52.79,-0.0585,-90296.79,9.0648,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.31倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+28.5%；60日强度+45.8%；120日强度+61.9%；距120日高点-9.2%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.31倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.31倍；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,6.0,"['primary:uptrend_support_pullback', 'volume_confirmed', 'large_wave_structure']",保险,0.75,29.24,46.6,2024-07-26,2024-10-08,,,
2024-10-15,sh.601628,中国人寿,收盘条件退出,41.1,41.1,-9.02,R3; condition stop; 14:55/close proxy,active,0.0078,-2200.0,41.02,卖出,2200.0,90420.0,7.69,45.21,45.21,98.11,52.79,90244.0,176.0,25.1,0.0278,90321.89,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-16,sh.601628,中国人寿,统一分仓收盘止盈1份,41.34,41.34,-6.04,止盈条件=volume_node_break:2024-10-14; 14:55/close proxy,active,0.564,-1600.0,37.77,卖出,1600.0,66144.0,5.62,33.07,33.07,71.77,35.35,60432.0,5712.0,5604.88,9.2693,66072.23,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-21,sh.601628,中国人寿,右侧买入,42.028,42.0275,5.88,"R4; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5,MA10; intraday_cross",active,-0.0034,1400.0,42.0275,买入,1400.0,58838.5,5.0,0.0,29.42,34.42,0.0,,,-34.42,-0.0585,-58872.92,6.0432000000000015,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+29.8%；60日强度+36.0%；120日强度+55.5%；距120日高点-9.8%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,6.0,"['primary:uptrend_support_pullback', 'volume_confirmed', 'large_wave_structure']",保险,0.75,28.31,46.6,2024-07-08,2024-10-08,,,
2024-10-24,sz.300394,天孚通信,右侧买入,65.42,65.42,29.44,R5; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0172,4500.0,65.42,买入,4500.0,294390.0,25.02,0.0,147.19,172.22,0.0,,,-172.22,-0.0585,-294562.22,30.0,False,True,100.0,,,,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.38倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+57.0%；60日强度+28.2%；120日强度+5.7%；距120日高点-4.2%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.38倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.38倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2024-10-25,sz.300394,天孚通信,突破次日确认持有,65.67,65.67,0.0,R5; 开盘仍在62.280上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,sh.601628,中国人寿,收盘条件退出,41.71,41.71,-5.88,R4; condition stop; 14:55/close proxy,active,-0.0508,-1400.0,42.0275,卖出,1400.0,58394.0,5.0,29.2,29.2,63.39,34.42,58838.5,-444.5,-542.31,-0.9212,58330.61,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,sh.601628,中国人寿,统一分仓收盘止盈1份,41.71,41.71,-6.04,止盈条件=volume_node_break:2024-10-23; 14:55/close proxy,active,0.6232,-1600.0,37.77,卖出,1600.0,66736.0,5.67,33.37,33.37,72.41,35.35,60432.0,6304.0,6196.24,10.2472,66663.59,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,sh.601628,中国人寿,统一尾仓收盘退出,41.77,41.77,-6.04,止盈条件=maximum_profit_half; 14:55/close proxy,active,0.6327,-1600.0,37.77,卖出,1600.0,66832.0,5.68,33.42,33.42,72.51,35.35,60432.0,6400.0,6292.13,10.4058,66759.49,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-11,sz.300394,天孚通信,统一分仓收盘止盈1份,65.63,65.63,-5.89,止盈条件=profit_floor; 14:55/close proxy,active,0.0125,-900.0,65.42,卖出,900.0,59067.0,5.02,29.53,29.53,64.09,34.44,58878.0,189.0,90.47,0.1536,59002.91,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-15,sz.300394,天孚通信,止损清仓,58.878,58.878,-23.55,R5; hard space stop 58.878; intraday_stop,active,-2.3781,-3600.0,65.42,卖出,3600.0,211960.8,18.02,105.98,105.98,229.98,137.77,235512.0,-23551.2,-23918.95,-10.1502,211730.82,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,sz.300679,电连技术,右侧买入,52.74,52.74,29.53,R6; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0173,5600.0,52.74,买入,5600.0,295344.0,25.1,0.0,147.67,172.78,0.0,,,-172.78,-0.0585,-295516.78,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+14.1%；60日强度+65.7%；120日强度+30.8%；距120日高点-0.3%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.75倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.75倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2024-11-26,sz.300679,电连技术,突破次日确认持有,52.94,52.94,0.0,R6; 开盘仍在51.050上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02,sz.300679,电连技术,统一分仓收盘止盈1份,54.62,54.62,-5.8,止盈条件=profit_floor; 14:55/close proxy,exited,0.2003,-1100.0,52.74,卖出,1100.0,60082.0,5.11,30.04,30.04,65.19,33.94,58014.0,2068.0,1968.87,3.3918,60016.81,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-30,sh.688408,中信博,左侧网格买入,66.843,66.84257532961831,1.34,L4; 价值线网格第4份; intraday_cross,watch,-0.0012,200.0,66.84257532961831,买入,200.0,13368.52,5.0,0.0,6.68,11.68,0.0,,,-11.68,-0.0874,-13380.2,2.0,False,True,200.0,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-12-30,sh.688408,中信博,左侧网格买入,66.843,66.84257532961831,1.34,L5; 价值线网格第5份; intraday_cross,watch,-0.0012,200.0,66.84257532961831,买入,200.0,13368.52,5.0,0.0,6.68,11.68,0.0,,,-11.68,-0.0874,-13380.2,2.0,False,True,200.0,4.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2024-12-30,sh.688408,中信博,右侧买入,69.5,69.5,2.78,R7; 左转右加仓(不超过左仓一半); 33未三日下行首仓; 上涨波段50%有效跌破后收盘放量收复; close_confirmed,watch,-0.0019,400.0,69.5,买入,400.0,27800.0,5.0,0.0,13.9,18.9,0.0,,,-18.9,-0.068,-27818.9,3.254751506592366,False,True,200.0,,,,基本价值线模型入选；量能高于5/10日基准1.41倍；多周期均量扣低走高,3.0,量能高于5/10日基准1.41倍；多周期均量扣低走高,fundamental_only,needs_price_confirmation,uptrend_50_reclaim,10.0,"['primary:uptrend_50_reclaim', 'volume_confirmed', 'deduction_low_price_volume_ma120', 'large_wave_structure']",,0.5,40.12,98.46,2023-12-11,2024-10-08,False,,
2024-12-31,sh.688408,中信博,突破次日确认持有,69.42,69.42,0.0,R7; 开盘仍在69.290上方,watch,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,sh.688408,中信博,左侧网格卖出,70.185,70.18470409609924,-1.34,L4; 上一格卖出; intraday_cross,watch,0.0649,-200.0,66.84257532961831,卖出,200.0,14036.94,5.0,7.02,7.02,19.04,11.68,13368.52,668.43,637.7,4.766,14017.9,,,,,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-02,sh.688408,中信博,收盘条件退出,66.66,66.66,-2.78,R7; condition stop; 14:55/close proxy,watch,-0.1168,-400.0,69.5,卖出,400.0,26664.0,5.0,13.33,13.33,31.66,18.9,27800.0,-1136.0,-1186.56,-4.2653,26632.34,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,sz.300679,电连技术,统一分仓收盘止盈1份,54.78,54.78,-5.8,止盈条件=rising_ma20_break_3pct; 14:55/close proxy,watch,0.2179,-1100.0,52.74,卖出,1100.0,60258.0,5.12,30.13,30.13,65.38,33.94,58014.0,2244.0,2144.68,3.6947,60192.62,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,sh.688408,中信博,左侧网格买入,66.58,66.58,1.33,L4; 价值线网格第4份; gap_or_open_fill,watch,-0.0012,200.0,66.58,买入,200.0,13316.0,5.0,0.0,6.66,11.66,0.0,,,-11.66,-0.0875,-13327.66,2.0,False,True,200.0,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-06,sh.688408,中信博,左侧网格卖出,70.185,70.18470409609924,-1.33,L4; 上一格卖出; intraday_cross,watch,0.0702,-200.0,66.58,卖出,200.0,14036.94,5.0,7.02,7.02,19.04,11.66,13316.0,720.94,690.25,5.179,14017.9,,,,,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-06,sh.688408,中信博,右侧买入,69.27,69.27,1.39,R8; 左转右加仓(不超过左仓一半); 33未三日下行首仓; 上涨波段50%有效跌破后收盘放量收复; close_confirmed,watch,-0.0012,200.0,69.27,买入,200.0,13854.0,5.0,0.0,6.93,11.93,0.0,,,-11.93,-0.0861,-13865.93,2.586325753296183,False,True,200.0,,,,基本价值线模型入选；基本面入选，等待价格/量能买点,0.0,基本面入选，等待价格/量能买点,fundamental_only,needs_price_confirmation,uptrend_50_reclaim,10.0,"['primary:uptrend_50_reclaim', 'volume_confirmed', 'deduction_low_price_volume_ma120', 'large_wave_structure']",,0.5,39.38,98.46,2023-12-21,2024-10-08,False,,
2025-01-07,sh.688408,中信博,突破次日确认持有,69.17,69.17,0.0,R8; 开盘仍在68.920上方,watch,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,sh.688408,中信博,收盘条件退出,68.21,68.21,-1.39,R8; condition stop; 14:55/close proxy,watch,-0.0231,-200.0,69.27,卖出,200.0,13642.0,5.0,6.82,6.82,18.64,11.93,13854.0,-212.0,-242.57,-1.7494,13623.36,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,sh.688408,中信博,左侧网格买入,66.843,66.84257532961831,1.34,L4; 价值线网格第4份; intraday_cross,watch,-0.0012,200.0,66.84257532961831,买入,200.0,13368.52,5.0,0.0,6.68,11.68,0.0,,,-11.68,-0.0874,-13380.2,2.0,False,True,200.0,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-09,sh.688408,中信博,左侧网格卖出,70.185,70.18470409609924,-1.34,L4; 上一格卖出; intraday_cross,exited,0.0649,-200.0,66.84257532961831,卖出,200.0,14036.94,5.0,7.02,7.02,19.04,11.68,13368.52,668.43,637.7,4.766,14017.9,,,,,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-10,sh.688408,中信博,左侧网格买入,66.843,66.84257532961831,1.34,L4; 价值线网格第4份; intraday_cross,exited,-0.0012,200.0,66.84257532961831,买入,200.0,13368.52,5.0,0.0,6.68,11.68,0.0,,,-11.68,-0.0874,-13380.2,2.0,False,True,200.0,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-14,sh.688408,中信博,左侧网格卖出,70.185,70.18470409609924,-1.34,L4; 上一格卖出; intraday_cross,exited,0.0649,-200.0,66.84257532961831,卖出,200.0,14036.94,5.0,7.02,7.02,19.04,11.68,13368.52,668.43,637.7,4.766,14017.9,,,,,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-23,sh.688408,中信博,左侧网格买入,60.75,60.75,1.21,L4; 价值线网格第4份; gap_or_open_fill,exited,-0.0011,200.0,60.75,买入,200.0,12150.0,5.0,0.0,6.08,11.07,0.0,,,-11.07,-0.0912,-12161.08,2.0,False,True,200.0,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-23,sh.688408,中信博,左侧网格买入,60.75,60.75,1.21,L6; 价值线网格第6份; gap_or_open_fill,exited,-0.0011,200.0,60.75,买入,200.0,12150.0,5.0,0.0,6.08,11.07,0.0,,,-11.07,-0.0912,-12161.08,2.0,False,True,200.0,5.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-01-23,sh.688408,中信博,左侧网格买入,60.325,60.325424234980524,1.21,L7; 价值线网格第7份; intraday_cross,exited,-0.0011,200.0,60.325424234980524,买入,200.0,12065.08,5.0,0.0,6.03,11.03,0.0,,,-11.03,-0.0914,-12076.12,2.0,False,True,200.0,6.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-02-05,sh.688408,中信博,左侧网格买入,57.309,57.309153023231495,1.15,L8; 价值线网格第8份; intraday_cross,watch,-0.0011,200.0,57.309153023231495,买入,200.0,11461.83,5.0,0.0,5.73,10.73,0.0,,,-10.73,-0.0936,-11472.56,2.0,False,True,200.0,7.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-02-05,sz.300866,安克创新,右侧买入,109.4,109.4,29.54,R9; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,watch,-0.0173,2700.0,109.4,买入,2700.0,295380.0,25.11,0.0,147.69,172.8,0.0,,,-172.8,-0.0585,-295552.8,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+11.3%；60日强度+38.3%；120日强度+101.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-02-06,sz.300866,安克创新,突破次日确认持有,108.33,108.33,0.0,R9; 开盘仍在104.880上方,watch,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
