code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,total_score,selection_bucket,valuation_state,selection_mode,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,current_valuation,low_avg,pepb_ratio,valuation_percentile,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return,source_file
sz.300926,博俊科技,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,26.21,75.0,51.0,100.0,52.9,47.1,81.0,74.3,75.9,81.0,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=29.35, 现价/价值=0.89, 扣非同比=54.3%, 市值=106.4亿",-0.0685856432125088,0.0484,106.40218543046358,29.3543064274062,0.892884322265214,,,,,0.5432,26.21,22.89,-0.1266692102251049,-0.1266692102251049,q1_backtest_2025-05-06_2026-05-13_195357.csv
sh.600031,三一重工,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,19.68,75.0,38.6,78.3,91.0,82.3,78.3,83.1,80.7,80.7,低估且高质量,低估且高质量,低估且高质量,"价值线=20.08, 现价/价值=0.98, 市值=1665.4亿",0.0165289256198346,0.2447817836812142,1665.445865302643,20.083383394358627,0.9799145698492248,,,,,,19.68,21.39,0.086890243902439,0.123970014686962,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.301109,军信股份,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,21.38,85.0,62.6,82.1,93.3,43.3,80.8,80.3,80.6,80.6,低估且高质量,深度低估且高质量,低估且高质量,"价值线=26.34, 现价/价值=0.81, 市值=125.3亿",0.0652715495764821,0.2539589442815249,125.29717909468624,26.33588899253731,0.8118199467676356,,,,,,21.38,16.18,-0.2432179607109448,0.1464900623389302,q1_backtest_2025-05-06_2026-05-13_195357.csv
sz.002683,广东宏大,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,30.56,8.8,8.8,90.3,87.8,55.7,45.8,80.1,63.0,80.1,高质量趋势,估值有约束的高质量,高质量趋势,"价值线=25.72, 现价/价值=1.19, 市值=232.3亿",0.0320837554880106,0.169089517980107,232.27151925518405,25.718947658685963,1.188229021092124,,,,,,30.56,40.64,0.3298429319371729,0.3726532412244818,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.300763,锦浪科技,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,54.18,43.4,43.4,85.0,32.7,72.2,0.0,0.0,0.0,80.0,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=53.58, 现价/价值=1.01, 扣非同比=1024.4%, 市值=213.9亿",-0.0983524712930604,0.0536756126021003,213.9336,53.58483357452967,1.0111069940087158,,,,,10.2438,54.18,102.31,0.8883351790328535,0.8956010177338272,q1_backtest_2025-05-06_2026-05-13_195357.csv
sh.688336,三生国健,C27医药制造业,医药医疗,PE,PE低估,28.74,100.0,100.0,45.0,91.7,41.9,79.6,63.6,71.6,79.6,低估价值,价值线内/历史低位,低估价值,"PE=24.74, 低估均值=92.19, 比值=0.27, 分位=4%",-0.0089655172413793,0.2784697508896796,,,,24.743201,92.19421633333332,0.2683812714513411,0.0365296803652968,,28.74,69.56,1.420320111343076,1.4250076511327157,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.002705,新宝股份,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,14.04,100.0,100.0,68.0,46.9,42.7,79.4,58.4,68.9,79.4,低估价值,深度低估,低估价值,"价值线=25.66, 现价/价值=0.55, 市值=114.6亿",-0.1370620774431469,-0.0614973262032086,114.5789351313648,25.660451184045584,0.547145484672124,,,,,,14.04,14.07,0.0021367521367521,0.0449254024413219,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.000425,徐工机械,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,9.07,85.0,69.4,67.0,90.3,72.7,78.9,76.9,77.9,78.9,低估价值,深度低估,低估价值,"价值线=11.87, 现价/价值=0.76, 市值=1072.7亿",0.031854379977247,0.2207267833109019,1072.7498039215686,11.868406923076924,0.7642137701197534,,,,,,9.07,10.52,0.1598676957001101,0.1837389758878647,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.603259,药明康德,M73研究和试验发展,医药医疗,VALUE,基本价值线,60.34,75.0,37.9,79.3,53.9,98.4,78.8,73.0,74.8,78.8,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=61.27, 现价/价值=0.98, 扣非同比=14.5%, 市值=1738.5亿",-0.0864496593489779,0.0776924450794784,1738.454268292683,61.27410878306878,0.9847552448885736,,,,,0.145,60.34,108.92,0.8051044083526682,0.8502808659763468,q1_backtest_2025-05-06_2026-05-13_191545.csv
sh.601877,正泰电器,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,22.3,95.2,95.2,66.4,52.2,55.1,78.2,61.2,69.7,78.2,低估价值,深度低估,低估价值,"价值线=38.19, 现价/价值=0.58, 市值=477.3亿",-0.064204783885858,0.0314523589269195,477.29392265193366,38.18845631388746,0.5839460966085313,,,,,,22.3,34.6,0.5515695067264574,0.5939035859698156,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.688187,时代电气,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,46.2,85.0,68.0,88.1,34.0,56.4,78.0,64.2,71.1,78.0,低估价值,深度低估,低估价值,"价值线=59.70, 现价/价值=0.77, 市值=653.0亿",-0.0149253731343282,0.0296411856474261,652.9717557251909,59.703018698352686,0.7738302184253666,,,,,,46.2,59.29,0.2833333333333332,0.3233651284695367,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.600968,海油发展,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,3.94,100.0,100.0,57.8,57.3,48.7,77.9,58.4,68.1,77.9,低估价值,深度低估,低估价值,"价值线=7.44, 现价/价值=0.53, 市值=400.5亿",0.0025445292620864,-0.0174563591022443,400.4626077286628,7.4409405262582045,0.5295029554525,,,,,,3.94,4.19,0.0634517766497462,0.0970885103779337,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.600690,海尔智家,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,25.12,75.3,75.3,79.9,27.6,83.1,77.7,62.3,69.9,77.7,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=34.75, 现价/价值=0.72, 扣非同比=15.6%, 市值=2329.3亿",-0.0703182827535158,-0.0559939872228485,2329.320396039604,34.74871240723934,0.7229044836425839,,,,,0.1561,25.12,21.08,-0.1608280254777071,-0.1215728740743411,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.300502,新易盛,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,93.63,17.6,17.6,92.5,26.5,100.0,0.0,0.0,0.0,77.6,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=71.05, 现价/价值=1.32, 扣非同比=383.1%, 市值=929.1亿",-0.0592786094644831,-0.0866256950541412,929.0976923076925,71.04875968992248,1.317827368255669,,,,,3.831,93.63,628.99,5.717825483285273,8.4430261809505,q1_backtest_2025-05-06_2026-05-13_192552.csv
sz.002202,金风科技,C34通用设备制造业,资源金属,VALUE,基本价值线,8.84,97.4,97.4,65.0,31.4,61.8,77.5,54.4,66.0,77.5,低估价值,深度低估,低估价值,"价值线=15.56, 现价/价值=0.57, 市值=390.9亿",-0.0111856823266218,-0.0253583241455347,390.9272467902997,15.557240760322578,0.5682241559535203,,,,,,8.84,27.8,2.1447963800904977,2.188475303269993,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.601928,凤凰传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,11.6,91.8,91.8,68.6,55.8,54.5,77.5,63.2,70.3,77.5,低估价值,深度低估,低估价值,"价值线=19.10, 现价/价值=0.61, 市值=294.2亿",0.0283687943262411,0.0329474621549421,294.2349206349206,19.098372703379223,0.6073815911000375,,,,,,11.6,9.44,-0.1862068965517241,-0.1422244555078913,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601628,中国人寿,J68保险业,金融,PE,PE低估,36.8,100.0,100.0,51.0,29.0,66.2,77.3,48.0,62.7,77.3,低估价值,价值线内/历史低位,低估价值,"PE=9.04, 低估均值=15.96, 比值=0.57, 分位=0%",-0.0160427807486631,-0.0683544303797468,,,,9.037397,15.96024727272727,0.5662441718834159,0.0008163265306122,,36.8,36.48,-0.0086956521739131,0.0081966832540076,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.002444,巨星科技,C33金属制品业,资源金属,VALUE,基本价值线,24.24,79.1,79.1,75.0,25.0,74.4,77.2,57.9,66.4,77.2,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=34.83, 现价/价值=0.70, 扣非同比=7.2%, 市值=289.6亿",-0.2023692003948668,-0.2370160528800755,289.5829098828165,34.8288062,0.6959756203185625,,,,,0.0717,24.24,35.85,0.478960396039604,0.4914302443122991,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.600584,长电科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,34.32,46.0,46.0,76.6,27.1,81.5,0.0,0.0,0.0,76.9,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=31.05, 现价/价值=1.11, 扣非同比=79.3%, 市值=613.9亿",-0.0258302583025828,-0.133114422834049,613.9466666666667,31.052113788819877,1.1052387683944631,,,,,0.7926000000000001,34.32,57.49,0.6751165501165501,0.6826108990609678,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601567,三星电气,C40仪器仪表制造业,C40仪器仪表制造业,VALUE,基本价值线,25.32,75.0,49.6,84.0,0.0,59.8,76.6,50.5,59.6,76.6,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=28.04, 现价/价值=0.90, 扣非同比=22.6%, 市值=357.6亿",-0.14890756302521,-0.1268965517241379,357.645,28.035698407079643,0.9031342694714584,,,,,0.2262,25.32,19.61,-0.2255134281200632,-0.1784649365726418,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.002249,大洋电机,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,7.07,85.0,65.2,67.0,61.9,73.8,76.2,67.2,71.7,76.2,低估价值,深度低估,低估价值,"价值线=8.91, 现价/价值=0.79, 市值=169.7亿",-0.0598404255319148,0.2231833910034601,169.68000000000004,8.910847499999997,0.7934149922327817,,,,,,7.07,9.63,0.3620933521923621,0.4025816774760637,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.000568,泸州老窖,C15酒、饮料和精制茶制造业,消费,PE,PE低估,125.47,98.5,98.5,40.0,36.9,82.4,76.1,48.2,62.2,76.1,低估价值,价值线内/历史低位,低估价值,"PE=13.69, 低估均值=22.19, 比值=0.62, 分位=5%",-0.0326883046796701,0.1024514541780159,,,,13.688724,22.1939747,0.6167765884674997,0.050204081632653,,125.47,92.7,-0.2611779708296804,-0.2253065660647422,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.600312,平高电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,16.75,75.0,55.4,80.8,29.5,64.4,76.0,60.1,65.6,76.0,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=19.42, 现价/价值=0.86, 扣非同比=56.2%, 市值=227.3亿",-0.0466704610130904,-0.0351382488479262,227.2579575596817,19.424295020527858,0.8623221580138879,,,,,0.5623,16.75,23.45,0.3999999999999999,0.4219564292236422,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.603298,杭叉集团,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,19.52,85.0,68.9,79.0,51.0,47.1,76.0,64.7,70.4,76.0,低估价值,深度低估,低估价值,"价值线=25.42, 现价/价值=0.77, 市值=255.2亿",-0.0912476722532589,0.0203868269733402,255.1542857142857,25.422123606557378,0.7678351463512283,,,,,,19.52,29.64,0.5184426229508197,0.5713011951558629,q1_backtest_2025-05-06_2026-05-13_191545.csv
sz.000921,海信家电,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,26.91,75.0,68.7,82.7,0.1,58.0,76.0,50.2,61.6,76.0,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=34.98, 现价/价值=0.77, 扣非同比=20.3%, 市值=366.2亿",-0.0777930089102124,-0.1308139534883721,366.23853658536575,34.97933408602151,0.7693113863695253,,,,,0.2027,26.91,24.03,-0.1070234113712373,-0.0615991813433433,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.300181,佐力药业,C27医药制造业,医药医疗,PE,PE低估,15.81,100.0,100.0,45.1,34.8,61.4,75.9,46.7,61.3,75.9,低估价值,价值线内/历史低位,低估价值,"PE=20.29, 低估均值=48.06, 比值=0.42, 分位=4%",-0.0423985463355542,0.0675219446320054,,,,20.290523,48.06083728571429,0.422184134649506,0.0355102040816326,,15.81,15.06,-0.047438330170778,-0.0122681626378229,q1_backtest_2025-05-06_2026-05-13_192552.csv
sz.000338,潍柴动力,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,15.51,85.0,82.5,67.1,57.5,73.9,75.8,65.6,70.7,75.8,低估价值,深度低估,低估价值,"价值线=23.07, 现价/价值=0.67, 市值=1350.1亿",-0.0294117647058823,0.1102362204724409,1350.0803816793891,23.06683252302026,0.6723940092130688,,,,,,15.51,34.34,1.2140554480980017,1.3207812137759145,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.002001,新和成,C27医药制造业,医药医疗,PE,PE低估,21.98,94.8,94.8,53.9,32.3,67.8,75.7,50.5,63.1,75.7,低估价值,价值线内/历史低位,低估价值,"PE=9.82, 低估均值=14.89, 比值=0.66, 分位=2%",-0.0022696323195642,-0.0130220026942073,,,,9.820533,14.889518454545454,0.6595601483002963,0.0232653061224489,,21.98,32.92,0.4977252047315741,0.5446676547597222,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.002432,九安医疗,C35专用设备制造业,医药医疗,VALUE,基本价值线,37.9,100.0,100.0,57.5,28.0,56.9,75.7,49.2,62.5,75.7,低估价值,深度低估,低估价值,"价值线=73.29, 现价/价值=0.52, 市值=165.9亿",-0.1035950804162725,-0.0397770458576134,165.85411258816438,73.29475908250448,0.5170901777211347,,,,,,37.9,77.92,1.0559366754617416,1.0658154047271466,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.601155,新城控股,K70房地产业,K70房地产业,PB,PB低估,13.29,94.1,94.1,35.0,91.1,59.7,75.6,61.3,68.4,75.6,低估价值,价值线内/历史低位,低估价值,"PB=0.49, 低估均值=1.77, 比值=0.28, 分位=14%",0.075242718446602,0.2027149321266967,,,,0.49004,1.7711121666666667,0.2766849041087459,0.1426071741032371,,13.29,15.92,0.197893152746426,0.197893152746426,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601319,中国人保,J68保险业,金融,PE,PE低估,7.26,91.9,91.9,47.7,62.1,66.7,75.4,57.8,66.6,75.4,低估价值,价值线内/历史低位,低估价值,"PE=6.87, 低估均值=9.91, 比值=0.69, 分位=0%",0.0386266094420599,0.0506512301013024,,,,6.866991,9.905331749999998,0.6932620908936241,0.0044699872286079,,7.26,7.33,0.0096418732782368,0.0328331078826336,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601919,中远海控,G55水上运输业,G55水上运输业,PB,PB低估,14.56,93.6,93.6,48.5,34.7,83.1,75.4,51.1,63.2,75.4,低估价值,价值线内/历史低位,低估价值,"PB=0.93, 低估均值=1.95, 比值=0.48, 分位=15%",-0.002056202878684,0.0333569907735984,,,,0.932384,1.94978175,0.4781991625472954,0.1510204081632653,,14.56,14.09,-0.0322802197802197,0.0734098620577059,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601808,中海油服,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,13.46,78.8,78.8,77.3,28.1,48.4,75.3,56.2,64.8,75.3,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=19.28, 现价/价值=0.70, 扣非同比=46.4%, 市值=642.3亿",-0.0447125621007806,-0.0652777777777777,642.2881046547003,19.2792993058336,0.6981581532855412,,,,,0.4644,13.46,14.27,0.0601783060921248,0.0782541588104226,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.603998,方盛制药,C27医药制造业,医药医疗,PE,PE低估,9.81,98.1,98.1,44.4,58.5,44.0,75.3,52.0,63.6,75.3,低估价值,价值线内/历史低位,低估价值,"PE=15.76, 低估均值=37.89, 比值=0.42, 分位=8%",-0.0296735905044509,0.0315457413249211,,,,15.761873,37.894039,0.4159459750384486,0.0791836734693877,,9.81,10.98,0.1192660550458715,0.1711822205169468,q1_backtest_2025-05-06_2026-05-13_191545.csv
sh.601138,工业富联,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,18.81,75.0,53.3,71.4,27.8,90.2,75.3,59.2,64.9,75.3,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=21.45, 现价/价值=0.88, 扣非同比=14.8%, 市值=3732.4亿",-0.0595000000000001,-0.0595000000000001,3732.418461538461,21.451432842866986,0.8768645030746599,,,,,0.1476,18.81,70.84,2.7660818713450297,2.86088592523928,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.000688,国城矿业,B09有色金属矿采选业,资源金属,PB,PB低估,12.0,82.9,82.9,91.2,32.7,34.9,75.2,61.8,68.5,75.2,低估价值,价值线内/历史低位,低估价值,"PB=3.87, 低估均值=4.86, 比值=0.80, 分位=3%",0.0050251256281408,-0.0115321252059308,,,,3.874403,4.862802454545454,0.7967428321869094,0.0297959183673469,,12.0,41.27,2.439166666666667,2.450113878001566,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.000977,浪潮信息,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,52.28,2.0,2.0,86.8,49.4,93.6,0.0,0.0,0.0,73.3,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=36.43, 现价/价值=1.44, 扣非同比=78.0%, 市值=769.8亿",-0.0150715900527504,-0.0615688386286124,769.7709884467265,36.428795412380126,1.4351284309069667,,,,,0.7803,52.28,77.38,0.480107115531752,0.4834032375255337,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.300433,蓝思科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,21.5,53.5,53.5,79.0,45.0,91.3,0.0,0.0,0.0,73.3,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=20.51, 现价/价值=1.05, 扣非同比=61.0%, 市值=1067.3亿",-0.1495253164556962,-0.1630984818995718,1067.342465753425,20.506169762693155,1.048464937567957,,,,,0.6099,21.5,32.69,0.5204651162790697,0.5537955853810792,q1_backtest_2025-05-06_2026-05-13_192552.csv
sz.002155,湖南黄金,B09有色金属矿采选业,资源金属,PB,PB低估,23.65,8.4,8.4,76.4,95.8,89.9,0.0,0.0,0.0,73.1,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=17.05, 现价/价值=1.39, 扣非同比=104.6%, 市值=371.0亿",0.07207615593835,0.3124306326304107,370.95462962962966,17.053270365997637,1.3868307657371997,,,,,1.0457,23.65,28.95,0.2241014799154335,0.6060993651125268,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.603920,世运电路,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,27.51,51.7,51.7,89.0,25.0,70.3,0.0,0.0,0.0,73.0,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=25.90, 现价/价值=1.06, 扣非同比=57.3%, 市值=170.4亿",-0.1097087378640775,-0.1003924133420535,170.36009174311926,25.898843022222223,1.062209612081719,,,,,0.5726,27.51,64.86,1.357688113413304,1.4302931203848002,q1_backtest_2025-05-06_2026-05-13_191545.csv
sz.002463,沪电股份,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,30.03,42.5,42.5,95.8,25.0,90.8,0.0,0.0,0.0,72.6,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=26.54, 现价/价值=1.13, 扣非同比=50.1%, 市值=574.8亿",-0.09765625,-0.1979166666666666,574.7825540100622,26.541999310088904,1.1314143915520811,,,,,0.5007,30.03,112.58,2.7489177489177488,2.8275548635902097,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.603236,移远通信,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,77.61,10.4,10.4,92.5,45.5,78.0,0.0,0.0,0.0,72.5,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=56.58, 现价/价值=1.37, 扣非同比=290.8%, 市值=204.6亿",-0.0702048640230023,-0.0970331588132635,204.6398206278027,56.58238095238096,1.3716283884433147,,,,,2.9077,77.61,75.77,-0.0237082850148176,-0.0130262683168106,q1_backtest_2025-05-06_2026-05-13_191545.csv
