code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return
sh.600362,江西铜业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,21.79,100.0,100.0,84.9,53.1,68.8,91.6,45.1,48.8,"Q1价值线=55.72, 现价/价值=0.39, akshare东方财富扣非净利润同比=37.0%, 市值=752.5亿",-0.04680664916885391,0.03712517848643482,752.5131476183614,55.71935131218841,0.3910670079038324,2.38,2.38,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,91.6,价值线左侧确认,0.37040625232194996,21.79,45.44,20.9377931,45.44,1.0853602569986234,1.1702382759718835
sh.600757,长江传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,9.76,100.0,100.0,83.0,66.8,48.6,88.9,73.0,79.7,"Q1价值线=20.82, 现价/价值=0.47, akshare东方财富扣非净利润同比=54.5%, 市值=118.9亿",0.0966292134831459,0.100338218714769,118.85730837065367,20.820679049769616,0.4687647303274672,0.82,0.82,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.9,价值线左侧确认,0.5445817036291001,9.76,8.32,9.35579936,8.32,-0.14754098360655732,-0.11071201082277171
sh.600482,中国动力,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,21.63,100.0,100.0,76.5,27.6,62.7,88.0,58.5,70.2,"Q1价值线=56.79, 现价/价值=0.38, akshare东方财富扣非净利润同比=600.4%, 市值=476.1亿",-0.013229927007299414,-0.12108898821617231,476.0921345273249,56.79080600433402,0.3808715093487015,0.56,0.56,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.0,价值线左侧确认,6.00411576914536,21.63,35.98,21.3561642,35.98,0.6634304207119741,0.684759475674007
sh.600487,亨通光电,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,15.77,91.8,91.8,78.9,32.9,72.1,85.3,62.4,71.2,"Q1价值线=25.95, 现价/价值=0.61, akshare东方财富扣非净利润同比=32.7%, 市值=383.3亿",-0.044242424242424305,0.030718954248365904,383.2812395011499,25.950513278907096,0.6076951091683437,1.06,1.06,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,85.3,价值线左侧确认,0.32672339933916,15.77,71.8,15.53308729,71.8,3.5529486366518706,3.6223908138483143
sh.600323,瀚蓝环境,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,23.28,94.2,94.2,78.3,54.0,50.5,84.3,66.4,73.7,"Q1价值线=39.41, 现价/价值=0.59, akshare东方财富扣非净利润同比=12.8%, 市值=190.1亿",-0.035225859925403946,0.044883303411131115,190.14312881609246,39.405353979762396,0.5907826639993141,1.99,1.99,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,84.3,价值线左侧确认,0.12802326524012,23.28,30.53,22.31862912,30.53,0.311426116838488,0.36791555770966644
sh.600866,星湖科技,C14食品制造业,消费,PE,PE低估,7.7,100.0,100.0,47.5,95.5,62.0,82.6,69.1,75.9,"PE=10.97, 低估均值=19.14, 比值=0.57, 分位=4%",0.1809815950920246,0.21069182389937113,,,,,,,,10.973479,19.144063499999998,0.5732053176693652,0.04254007398273736,低估价值,价值线内/历史低位,82.6,低估价值,,7.7,5.58,7.3008166,5.58,-0.2753246753246753,-0.23570193504107473
sh.600988,赤峰黄金,B09有色金属矿采选业,资源金属,VALUE,基本价值线,27.24,75.0,50.6,88.2,100.0,97.8,81.9,72.3,54.1,"Q1价值线=30.40, 现价/价值=0.90, akshare东方财富扣非净利润同比=138.6%, 市值=449.7亿",0.24383561643835616,0.4048478597215057,449.6593124353398,30.401816046663605,0.895999106046476,1.03,1.03,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,81.9,价值线左侧确认,1.3858495658880199,27.24,36.66,27.06841524,36.66,0.3458149779735682,0.35434600344929534
sh.600741,华域汽车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.76,100.0,100.0,67.5,56.7,57.2,81.7,63.8,72.7,"价值线=39.73, 现价/价值=0.45, 扣非EPS=1.83, akshare东方财富扣非净利润同比=7.2%, 市值=560.1亿",-0.011686143572620877,0.08094948265368229,560.0672135905049,39.729810905549975,0.4470194948126233,1.83,1.83,1.0,年报扣非EPS,,,,,低估价值,深度低估,81.7,低估价值,,17.76,17.56,17.00464944,17.56,-0.011261261261261368,0.032658747947702294
sh.600031,三一重工,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,19.68,75.0,38.5,78.2,91.0,82.3,78.3,83.1,80.7,"价值线=20.08, 现价/价值=0.98, 扣非EPS=0.63, akshare东方财富扣非净利润同比=78.5%, 市值=1667.0亿",0.016528925619834656,0.24478178368121428,1667.0303878037157,20.077279112041396,0.9802125024100937,0.6297,0.6297,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,80.7,低估且高质量,,19.68,19.39,19.0307568,19.39,-0.014735772357723498,0.01887697918560982
sh.600961,株冶集团,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,10.19,85.7,85.7,77.5,91.2,61.1,80.4,68.1,69.8,"Q1价值线=15.68, 现价/价值=0.65, akshare东方财富扣非净利润同比=112.9%, 市值=123.9亿",0.0692549842602308,0.20877817319098457,123.91045355524334,15.675483020479462,0.6500597134191736,0.6,0.6,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,80.4,价值线左侧确认,1.12935761807741,10.19,28.96,10.19,28.96,1.842001962708538,1.842001962708538
sh.600764,中国海防,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,28.56,100.0,100.0,51.4,84.1,56.4,79.5,66.0,72.8,"价值线=59.78, 现价/价值=0.48, 扣非EPS=0.16, akshare东方财富扣非净利润同比=2963.2%, 市值=203.0亿",0.022922636103151817,0.10227711308375143,202.9962956572081,59.78361973540538,0.4777228298721772,0.1576,0.1576,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.5,低估价值,,28.56,22.32,28.4444748,22.32,-0.2184873949579832,-0.21531333740779768
sh.600809,山西汾酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,204.34,88.4,88.4,80.9,61.7,82.7,83.3,74.8,79.1,"PE=19.74, 低估均值=26.92, 比值=0.73, 分位=5%",-0.03975563909774438,0.20377025036818863,,,,,,,,19.740787,26.9152386,0.733442764278523,0.045714285714285714,低估且高质量,低估且高质量,79.1,低估且高质量,,204.34,129.84,200.15327774,129.84,-0.36458843104629535,-0.35129715852736243
sh.600179,安通控股,G58多式联运和运输代理业,G58多式联运和运输代理业,VALUE,基本价值线,2.97,100.0,100.0,57.7,64.4,44.8,78.2,60.2,69.2,"价值线=13.82, 现价/价值=0.21, 扣非EPS=0.11, akshare东方财富扣非净利润同比=925.8%, 市值=125.7亿",0.024137931034482918,0.10820895522388052,125.6552799210329,13.824822046034887,0.2148309750469323,0.1094,0.1094,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.2,低估价值,,2.97,4.36,2.97,4.36,0.468013468013468,0.468013468013468
sh.600060,海信视像,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,23.58,85.0,73.3,79.2,75.3,64.5,80.2,75.9,78.1,"价值线=32.01, 现价/价值=0.74, 扣非EPS=1.38, akshare东方财富扣非净利润同比=19.5%, 市值=310.1亿",-0.07890625000000007,0.005115089514066362,310.13636165868456,32.01027679463418,0.7366384286921464,1.382,1.382,1.0,年报扣非EPS,,,,,低估且高质量,深度低估且高质量,78.1,低估且高质量,,23.58,24.6,22.66184196,24.6,0.04325699745547085,0.08552517678929217
sh.600489,中金黄金,B09有色金属矿采选业,资源金属,VALUE,基本价值线,14.07,75.0,69.1,80.8,55.4,86.2,78.1,44.7,35.3,"Q1价值线=18.36, 现价/价值=0.77, akshare东方财富扣非净利润同比=71.1%, 市值=680.7亿",0.034558823529411864,0.019565217391304346,680.7395283486576,18.36340951937675,0.7661975835780159,0.73,0.73,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.1,价值线左侧确认,0.7113415646775,14.07,23.79,13.70073285,23.79,0.6908315565031982,0.7364034654540395
sh.600690,海尔智家,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,25.12,75.6,75.6,79.9,27.6,83.1,77.9,62.3,69.9,"Q1价值线=34.86, 现价/价值=0.72, akshare东方财富扣非净利润同比=15.6%, 市值=2317.4亿",-0.07031828275351582,-0.05599398722284854,2317.382840300029,34.86154417612562,0.7205647539044767,1.93,1.93,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,77.9,价值线左侧确认,0.15608402992397,25.12,21.09,23.99743744,21.09,-0.16042993630573255,-0.12115616291403486
sh.600968,海油发展,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,3.94,100.0,100.0,57.8,57.3,48.7,77.9,58.4,68.1,"价值线=7.44, 现价/价值=0.53, 扣非EPS=0.37, akshare东方财富扣非净利润同比=25.8%, 市值=400.5亿",0.0025445292620864812,-0.0174563591022443,400.51360528105255,7.442436092212933,0.5293965512344064,0.3743,0.3743,1.0,年报扣非EPS,,,,,低估价值,深度低估,77.9,低估价值,,3.94,4.23,3.8191996,4.23,0.07360406091370564,0.10756190904502616
sh.600584,长电科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,34.32,45.5,45.5,76.5,27.1,81.5,0.0,0.0,0.0,"Q1价值线=30.96, 现价/价值=1.11, akshare东方财富扣非净利润同比=79.3%, 市值=617.6亿",-0.025830258302582898,-0.13311442283404906,617.6104547862419,30.95649911533447,1.108652495624074,0.86,0.86,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,76.7,财报后主线候选,0.79264458811645,34.32,58.33,34.16713872,58.33,0.6995920745920745,0.7071959252431075
sh.600312,平高电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,16.75,75.0,55.3,80.8,29.5,64.4,76.0,60.1,65.6,"Q1价值线=19.41, 现价/价值=0.86, akshare东方财富扣非净利润同比=56.2%, 市值=227.3亿",-0.04667046101309047,-0.03513824884792627,227.29551686182498,19.414419030535498,0.862760815744997,0.7315,0.7315,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,76.0,价值线左侧确认,0.5622998738784,16.75,21.82,16.49136325,21.82,0.3026865671641792,0.32311681388741476
sh.600731,湖南海利,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,6.68,94.8,94.8,38.0,85.4,43.2,74.5,58.2,66.4,"PB=1.16, 低估均值=1.90, 比值=0.61, 分位=12%",0.02297090352220521,0.1283783783783783,,,,,,,,1.160339,1.9019435999999998,0.6100806564400754,0.11795918367346939,低估价值,价值线内/历史低位,74.5,低估价值,,6.68,6.14,6.49597936,6.14,-0.08083832335329344,-0.054799952443198685
sh.600143,金发科技,C29橡胶和塑料制品业,资源金属,VALUE,基本价值线,11.11,85.0,63.6,61.4,57.6,68.8,73.6,62.3,67.9,"价值线=13.80, 现价/价值=0.81, 扣非EPS=0.26, akshare东方财富扣非净利润同比=168.6%, 市值=293.6亿",0.004520795660036159,0.08602150537634401,293.5711853944657,13.79912927375036,0.8051232639101509,0.2555,0.2555,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.6,低估价值,,11.11,17.43,10.99988879,17.43,0.568856885688569,0.5845614744619614
sh.600066,宇通客车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,26.72,19.9,19.9,78.1,75.4,68.2,47.8,72.8,60.3,"价值线=24.06, 现价/价值=1.11, 扣非EPS=1.57, akshare东方财富扣非净利润同比=12.5%, 市值=590.3亿",-0.010736764161421775,-0.044349070100143106,590.3270193121018,24.06032940962078,1.1105417363619186,1.57,1.57,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,72.8,高质量趋势,,26.72,31.71,23.8343736,31.71,0.18675149700598803,0.3304314404134372
sh.600583,海油工程,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,5.34,100.0,100.0,54.8,6.2,57.3,72.8,40.4,56.6,"价值线=10.95, 现价/价值=0.49, 扣非EPS=0.41, akshare东方财富扣非净利润同比=19.3%, 市值=235.6亿",-0.059859154929577496,0.009451795841209698,235.57033595121948,10.953118171281861,0.4875324009560148,0.41,0.41,1.0,年报扣非EPS,,,,,低估价值,深度低估,72.8,低估价值,,5.34,6.31,5.142954,6.31,0.18164794007490626,0.2269213374259229
sh.600827,百联股份,F52零售业,F52零售业,PE,PE低估,9.58,95.1,95.1,43.1,35.0,60.7,72.6,45.5,59.1,"PE=10.90, 低估均值=16.60, 比值=0.66, 分位=3%",0.03455723542116629,0.012684989429175397,,,,,,,,10.90347,16.597369999999998,0.6569396235668664,0.030406852248394005,低估价值,价值线内/历史低位,72.6,低估价值,,9.58,8.26,9.3365243,8.26,-0.13778705636743216,-0.11530246860708115
sh.600519,贵州茅台,C15酒、饮料和精制茶制造业,消费,PE,PE低估,1550.2,75.0,68.4,58.3,58.3,100.0,71.7,65.4,68.5,"PE=21.88, 低估均值=24.26, 比值=0.90, 分位=14%",0.0007617719590451433,0.10428836016526577,,,,,,,,21.877879,24.258029818181818,0.901881940288578,0.13591836734693877,低估价值,价值线内/历史低位,71.7,低估价值,,1550.2,1323.0,1494.9446712,1323.0,-0.14656173396981043,-0.11501741469935411
sh.600329,达仁堂,C27医药制造业,医药医疗,PE,PE低估,29.65,100.0,100.0,47.6,2.5,45.0,71.6,34.1,52.9,"PE=10.30, 低估均值=20.22, 比值=0.51, 分位=0%",-0.05241291147331417,-0.07053291536050155,,,,,,,,10.302645,20.223782363636364,0.5094321534296574,0.0024489795918367346,低估价值,价值线内/历史低位,71.6,低估价值,,29.65,42.5,27.03881345,42.5,0.43338954468802715,0.5718145353748871
sh.600300,维维股份,C15酒、饮料和精制茶制造业,消费,PE,PE低估,3.61,95.2,95.2,21.6,60.6,76.3,71.5,47.2,59.3,"PE=16.43, 低估均值=40.54, 比值=0.41, 分位=13%",0.07440476190476186,0.09393939393939399,,,,,,,,16.42833,40.53754375,0.40526209731195173,0.12571428571428572,低估价值,价值线内/历史低位,71.5,低估价值,,3.61,3.46,3.4835056,3.46,-0.04155124653739606,-0.006747685435039896
sh.600153,建发股份,L72商务服务业,L72商务服务业,VALUE,基本价值线,10.44,100.0,100.0,24.0,84.4,54.6,71.1,53.5,62.3,"价值线=20.64, 现价/价值=0.51, 扣非EPS=0.46, akshare东方财富扣非净利润同比=-65.3%, 市值=432.3亿",0.02152641878669259,0.11063829787234036,432.3002915727391,20.639297427559374,0.5058311716589543,0.46,0.46,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.1,低估价值,,10.44,9.82,9.92180016,9.82,-0.059386973180076574,-0.01026025099864536
sh.600582,天地科技,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,6.22,93.6,93.6,42.3,55.4,58.7,70.9,51.9,61.4,"价值线=10.45, 现价/价值=0.60, 扣非EPS=0.59, akshare东方财富扣非净利润同比=-29.0%, 市值=257.5亿",-0.029641185647425905,0.06872852233676974,257.5159760386091,10.451181523208323,0.5951480209378827,0.591,0.591,1.0,年报扣非EPS,,,,,低估价值,深度低估,70.9,低估价值,,6.22,5.43,5.9030599,5.43,-0.12700964630225087,-0.08013808228508745
sh.600276,恒瑞医药,C27医药制造业,医药医疗,PE,PE低估,51.0,75.0,58.1,45.2,86.1,96.4,70.8,68.7,69.8,"PE=47.55, 低估均值=47.74, 比值=1.00, 分位=17%",0.002949852507374562,0.1588275391956373,,,,,,,,47.551243,47.73868981818182,0.9960734821400477,0.1689795918367347,低估价值,价值线内/历史低位,70.8,低估价值,,51.0,52.43,50.816553,52.43,0.028039215686274543,0.031750421954043206
sh.600352,浙江龙盛,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,9.9,88.4,88.4,40.0,61.3,58.9,70.7,52.7,61.7,"PB=0.93, 低估均值=1.38, 比值=0.67, 分位=13%",0.043203371970495175,0.03125,,,,,,,,0.929172,1.3785399999999999,0.6740261436012013,0.1310204081632653,低估价值,价值线内/历史低位,70.7,低估价值,,9.9,11.68,9.4682313,11.68,0.17979797979797962,0.23359892992897202
sh.600301,华锡有色,B09有色金属矿采选业,资源金属,PB,PB低估,19.72,91.2,91.2,45.0,30.5,58.9,70.3,44.3,57.3,"PB=3.01, 低估均值=4.41, 比值=0.68, 分位=8%",-0.13204225352112675,0.10911136107986485,,,,,,,,3.006227,4.409224125,0.681804080440116,0.07681879801174876,低估价值,价值线内/历史低位,70.3,低估价值,,19.72,55.73,19.72,55.73,1.8260649087221097,1.8260649087221097
sh.600812,华北制药,C27医药制造业,医药医疗,PE,PE低估,6.09,94.2,94.2,30.7,56.0,46.1,69.7,45.0,57.4,"PE=62.82, 低估均值=94.79, 比值=0.66, 分位=6%",-0.025600000000000067,0.07787610619469021,,,,,,,,62.819114,94.78664777777777,0.6627422265979492,0.05600403632694248,低估价值,价值线内/历史低位,69.7,低估价值,,6.09,4.97,6.06336843,4.97,-0.1839080459770115,-0.18032360108455425
sh.600528,中铁工业,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,7.39,100.0,100.0,37.5,28.5,45.6,68.7,38.7,53.7,"价值线=15.79, 现价/价值=0.47, 扣非EPS=0.70, akshare东方财富扣非净利润同比=-31.6%, 市值=173.3亿",-0.10532687651331718,-0.030183727034120755,173.25626412625567,15.79106689999665,0.467986111818801,0.7,0.7,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.7,低估价值,,7.39,7.61,7.30733546,7.61,0.02976995940460081,0.04141927541944268
sh.600521,华海药业,C27医药制造业,医药医疗,PE,PE低估,14.35,99.6,99.6,32.1,1.2,57.0,68.6,28.4,48.5,"PE=18.89, 低估均值=31.22, 比值=0.61, 分位=3%",-0.12286063569682149,-0.07538659793814428,,,,,,,,18.889284,31.216030181818187,0.6051148685460358,0.027755102040816326,低估价值,价值线内/历史低位,68.6,低估价值,,14.35,16.18,14.180383,16.18,0.1275261324041812,0.14101290494057883
sh.600761,安徽合力,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,16.34,85.0,75.9,51.2,47.7,59.7,68.6,53.0,60.8,"价值线=22.74, 现价/价值=0.72, 扣非EPS=1.25, akshare东方财富扣非净利润同比=-13.8%, 市值=136.0亿",-0.15555555555555567,-0.04556074766355145,135.9965055398112,22.737136634890128,0.7186480981482196,1.25,1.25,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.6,低估价值,,16.34,19.35,15.6621351,19.35,0.1842105263157896,0.23546373955106548
sh.600008,首创环保,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,3.16,86.0,86.0,36.9,59.3,58.0,68.3,50.3,59.3,"PB=1.10, 低估均值=1.54, 比值=0.71, 分位=12%",0.006369426751592355,0.019354838709677358,,,,,,,,1.097442,1.539734909090909,0.7127473654851095,0.11591836734693878,低估价值,价值线内/历史低位,68.3,低估价值,,3.16,3.08,2.95517512,3.08,-0.025316455696202556,0.04223941896208183
sh.600685,中船防务,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,24.06,85.0,59.5,53.4,36.2,60.8,68.2,50.1,59.1,"价值线=28.86, 现价/价值=0.83, 扣非EPS=0.24, akshare东方财富扣非净利润同比=605.3%, 市值=340.1亿",0.03886010362694292,0.0317324185248713,340.1320086588121,28.85739905888269,0.833754973929087,0.2374,0.2374,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.2,低估价值,,24.06,30.32,23.92639482,30.32,0.2601828761429761,0.26721974740028975
sh.600258,首旅酒店,H61住宿业,消费,VALUE,基本价值线,14.93,85.0,59.8,49.3,42.7,65.9,68.1,51.3,59.7,"价值线=17.96, 现价/价值=0.83, 扣非EPS=0.66, akshare东方财富扣非净利润同比=12.0%, 市值=166.7亿",0.05066854327938053,0.1537867078825348,166.69986903834777,17.96148042863104,0.8312232423893753,0.6567,0.6567,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.1,低估价值,,14.93,13.54,14.54304426,13.54,-0.09310113864701941,-0.06897072181502117
sh.600522,中天科技,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,14.06,85.0,75.3,49.0,34.8,72.6,67.9,49.3,58.6,"价值线=19.46, 现价/价值=0.72, 扣非EPS=0.75, akshare东方财富扣非净利润同比=20.5%, 市值=478.4亿",-0.024288688410825765,0.05239520958083843,478.3971916082994,19.456652060697117,0.7226320312527725,0.748,0.748,1.0,年报扣非EPS,,,,,低估价值,深度低估,67.9,低估价值,,14.06,43.95,13.76585074,43.95,2.1258890469416785,2.192683171574182
sh.600132,重庆啤酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,57.79,75.0,73.9,70.0,35.1,55.1,67.8,55.8,61.8,"PE=24.63, 低估均值=29.37, 比值=0.84, 分位=13%",-0.027104377104377075,0.06095098219203221,,,,,,,,24.634718,29.374437555555556,0.8386447554411425,0.13471502590673576,低估价值,价值线内/历史低位,67.8,低估价值,,57.79,52.72,55.49839534,52.72,-0.08773144142585221,-0.050062624747593376
sh.600150,中国船舶,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,29.59,75.0,55.8,64.8,26.7,81.9,67.8,54.5,61.1,"价值线=34.42, 现价/价值=0.86, 扣非EPS=0.69, akshare东方财富扣非净利润同比=230.2%, 市值=1317.4亿",-0.03678385416666663,-0.11776982707215267,1317.3564489130438,34.41809899769968,0.8597220898800261,0.69,0.69,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,67.8,低估价值,,29.59,38.17,29.35014346,38.17,0.28996282527881045,0.3005047165108474
sh.600875,东方电气,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,16.16,85.0,58.6,42.0,64.3,63.0,67.8,55.1,61.5,"价值线=19.24, 现价/价值=0.84, 扣非EPS=0.64, akshare东方财富扣非净利润同比=0.2%, 市值=500.1亿",0.03589743589743599,0.09782608695652173,500.062920416425,19.23638920302205,0.8400744978408553,0.64,0.64,1.0,年报扣非EPS,,,,,低估价值,深度低估,67.8,低估价值,,16.16,39.97,15.84158336,39.97,1.4733910891089108,1.5231063771645612
sh.600639,浦东金桥,K70房地产业,资源金属,PB,PB低估,10.51,97.9,97.9,38.2,4.6,38.1,67.6,29.4,48.5,"PB=0.82, 低估均值=1.31, 比值=0.62, 分位=4%",-0.06244424620874234,-0.022325581395348904,,,,,,,,0.818331,1.310946818181818,0.624228983701232,0.036734693877551024,低估价值,价值线内/历史低位,67.6,低估价值,,10.51,10.07,10.20887799,10.07,-0.04186489058039955,-0.01360364871987263
sh.600585,海螺水泥,C30非金属矿物制品业,资源金属,PB,PB低估,24.02,97.4,97.4,15.0,33.6,67.6,67.5,33.5,50.5,"PB=0.67, 低估均值=1.07, 比值=0.62, 分位=6%",-0.002077274615704172,0.012220817530552042,,,,,,,,0.66922,1.0726063636363636,0.6239194756697154,0.05795918367346939,低估价值,价值线内/历史低位,67.5,低估价值,,24.02,20.04,23.01075166,20.04,-0.16569525395503748,-0.12910276482467598
sh.600233,圆通速递,G60邮政业,G60邮政业,PB,PB低估,13.17,95.2,95.2,24.5,32.9,54.1,67.2,35.4,51.3,"PB=1.40, 低估均值=2.13, 比值=0.66, 分位=0%",0.024105754276827485,-0.022271714922049046,,,,,,,,1.395062,2.128965,0.6552770947385232,0.003673469387755102,低估价值,价值线内/历史低位,67.2,低估价值,,13.17,19.78,12.80669238,19.78,0.501898253606682,0.5445049676441125
sh.600176,中国巨石,C30非金属矿物制品业,资源金属,PB,PB低估,12.03,83.7,83.7,26.5,81.0,61.9,67.0,53.7,60.4,"PB=1.57, 低估均值=2.06, 比值=0.76, 分位=9%",-0.06381322957198443,0.10773480662983426,,,,,,,,1.565101,2.0636045454545457,0.758430680649261,0.08979591836734693,低估价值,价值线内/历史低位,67.0,低估价值,,12.03,34.14,11.66618874,34.14,1.8379052369077309,1.9264055949089673
sh.600389,江山股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,17.03,84.1,84.1,35.1,73.1,46.9,67.0,52.6,59.8,"PB=1.89, 低估均值=2.58, 比值=0.74, 分位=12%",0.14602960969044432,0.18841591067690167,,,,,,,,1.894312,2.575934727272727,0.7353881990657443,0.11591836734693878,低估价值,价值线内/历史低位,67.0,低估价值,,17.03,26.4,16.64108589,26.4,0.5502055196711684,0.5864349342649777
